wall_time,step,loss
1785277082.1311255,173,5.959132194519043
1785277082.3758311,174,4.443741798400879
1785277082.617253,175,5.08470344543457
1785277082.858963,176,4.745075702667236
1785277083.0933046,177,4.183416366577148
1785277083.348263,178,5.423320770263672
1785277083.5978196,179,4.940627098083496
1785277083.8531737,180,4.17681360244751
1785277084.1045718,181,5.618662357330322
1785277084.3631427,182,4.425838470458984
1785277084.6189506,183,4.698652267456055
1785277084.8734605,184,4.981592178344727
1785277085.121231,185,5.447811603546143
1785277085.3660088,186,4.672415733337402
1785277085.6035106,187,4.568936347961426
1785277085.8506238,188,4.559110164642334
1785277086.0896227,189,4.621773719787598
1785277086.3301282,190,5.524883270263672
1785277086.5645409,191,5.890247344970703
1785277086.8090882,192,5.631894588470459
1785277087.049066,193,6.400973796844482
1785277087.2930417,194,5.270663261413574
1785277087.541029,195,5.504360675811768
1785277087.7775517,196,5.725275993347168
1785277088.01858,197,5.015602111816406
1785277088.2543223,198,5.49448299407959
1785277088.4880986,199,5.6767048835754395
1785277088.7249475,200,4.730294227600098
1785277088.9617164,201,4.922405242919922
1785277089.2310855,202,6.04374885559082
1785277089.4721098,203,5.848404884338379
1785277089.72001,204,5.251380920410156
1785277089.957038,205,5.518933296203613
1785277090.1990173,206,3.2240195274353027
1785277090.4530997,207,4.814965724945068
1785277090.6943307,208,5.240511894226074
1785277090.9367414,209,4.820635795593262
1785277091.1890485,210,6.398181438446045
1785277091.4616354,211,4.953798770904541
1785277091.6971643,212,5.138487815856934
1785277091.9268274,213,5.185695648193359
1785277092.1629963,214,4.387307167053223
1785277092.3913586,215,4.244048118591309
1785277092.6289356,216,4.8218994140625
1785277092.8607733,217,5.21288537979126
1785277093.1056378,218,4.681517601013184
1785277093.3560524,219,4.799225807189941
1785277093.598721,220,4.495108604431152
1785277093.8466058,221,4.815037250518799
1785277094.0801244,222,3.345865249633789
1785277094.3170407,223,5.8932719230651855
1785277094.563654,224,4.316099166870117
1785277094.802485,225,5.905556678771973
1785277095.0761676,226,4.668839454650879
1785277095.310425,227,5.618766784667969
1785277095.5498302,228,4.61436128616333
1785277095.7934875,229,4.598329544067383
1785277096.0389287,230,4.289041042327881
1785277096.281086,231,5.193765640258789
1785277096.5370588,232,4.074290752410889
1785277096.7749221,233,4.398593425750732
1785277097.0181413,234,5.483760833740234
1785277097.2573566,235,4.969425201416016
1785277097.5152926,236,3.667724847793579
1785277097.757987,237,4.370786190032959
1785277097.994701,238,4.907906532287598
1785277098.2340746,239,7.516112327575684
1785277098.4860973,240,5.450555801391602
1785277098.7220528,241,4.592026233673096
1785277098.970071,242,5.349462509155273
1785277099.2050364,243,4.162603855133057
1785277099.4400384,244,4.333105564117432
1785277099.6839406,245,4.694397926330566
1785277099.9220445,246,3.974435806274414
1785277100.1660788,247,5.196124076843262
1785277100.402812,248,3.8757081031799316
1785277100.6414523,249,4.522204875946045
1785277100.8831103,250,5.141610145568848
1785277101.1280687,251,4.8173828125
1785277101.3612893,252,5.400702476501465
1785277101.6079705,253,5.3204522132873535
1785277101.8476288,254,3.827584981918335
1785277102.0876503,255,5.050595283508301
1785277102.3163025,256,4.7911529541015625
1785277102.545442,257,4.57973575592041
1785277102.7900364,258,4.7534050941467285
1785277103.0266159,259,3.5516915321350098
1785277103.2735543,260,4.934036731719971
1785277103.5114207,261,4.780831336975098
1785277103.7515473,262,4.957403182983398
1785277103.995324,263,3.696592330932617
1785277104.232618,264,4.609090328216553
1785277104.4895833,265,4.778998851776123
1785277104.7271178,266,5.964359283447266
1785277104.9600337,267,5.42332649230957
1785277105.2124615,268,5.329794883728027
1785277105.4480383,269,4.432910442352295
1785277105.6845162,270,5.423864364624023
1785277105.9359255,271,5.671586036682129
1785277106.1775296,272,5.2085161209106445
1785277106.4150362,273,4.268924713134766
1785277106.6511805,274,4.261998176574707
1785277106.8850121,275,3.95529842376709
1785277107.1413517,276,4.916245937347412
1785277107.3960547,277,4.220587253570557
1785277107.6309288,278,3.695688009262085
1785277107.8777175,279,5.760360240936279
1785277108.113319,280,4.382481098175049
1785277108.3480062,281,4.950959205627441
1785277108.5861015,282,4.021047115325928
1785277108.8183408,283,4.012414932250977
1785277109.0678895,284,5.046084403991699
1785277109.2997987,285,4.984694480895996
1785277109.5538871,286,5.008739948272705
1785277109.7853343,287,4.920365810394287
1785277110.0151646,288,4.836918830871582
1785277110.2492306,289,5.434847831726074
1785277110.4788296,290,4.865032196044922
1785277110.7095635,291,5.562100887298584
1785277110.9392521,292,4.372333526611328
1785277111.1712005,293,4.550163269042969
1785277111.4008403,294,4.815371513366699
1785277111.6474714,295,5.208465576171875
1785277111.878879,296,5.4514923095703125
1785277112.1166077,297,5.317628383636475
1785277112.3512547,298,4.578619003295898
1785277112.5884838,299,5.0962324142456055
1785277112.8221092,300,4.63572883605957
1785277113.0590537,301,4.141128063201904
1785277113.30696,302,5.708662033081055
1785277113.5501854,303,4.349334716796875
1785277113.789012,304,4.877364158630371
1785277114.0239458,305,4.743781089782715
1785277114.2580504,306,3.5977203845977783
1785277114.4891834,307,3.9382193088531494
1785277114.7319832,308,5.057989120483398
1785277114.9742796,309,3.8425498008728027
1785277115.2134593,310,5.472137451171875
1785277115.4421904,311,5.804292678833008
1785277115.6780233,312,4.279290199279785
1785277115.9147477,313,4.421585559844971
1785277116.1442509,314,5.295876502990723
1785277116.3763072,315,4.838365077972412
1785277116.6325772,316,5.970975399017334
1785277116.868999,317,3.988929271697998
1785277117.1231976,318,5.472218036651611
1785277117.4211273,319,4.515837669372559
1785277117.6846309,320,5.492087364196777
1785277117.9215457,321,4.084663391113281
1785277118.165472,322,3.8860301971435547
1785277118.4126575,323,4.77729606628418
1785277118.6496942,324,5.497525215148926
1785277118.899982,325,4.0930376052856445
1785277119.151269,326,3.6974494457244873
1785277119.3993628,327,5.065569877624512
1785277119.635264,328,4.814914226531982
1785277119.8914642,329,4.734447002410889
1785277120.1265697,330,4.374094009399414
1785277120.3631122,331,4.393163204193115
1785277120.6069915,332,4.220188140869141
1785277120.866037,333,2.7708845138549805
1785277121.1347883,334,5.613255500793457
1785277121.3810635,335,4.830593109130859
1785277121.6197057,336,4.085763931274414
1785277121.8765957,337,3.1307995319366455
1785277122.1387672,338,4.8538289070129395
1785277122.404318,339,4.650862216949463
1785277122.6626632,340,5.5184197425842285
1785277122.9060037,341,5.113453388214111
1785277123.162709,342,4.1440348625183105
1785277123.411193,343,5.555173873901367
1785277123.6564465,344,5.299872875213623
1785277123.8953452,345,5.187190055847168
1785277124.1328332,346,4.723466396331787
1785277124.388645,347,3.3857522010803223
1785277124.6340258,348,5.046047687530518
1785277124.8750644,349,5.074305057525635
1785277125.1085203,350,4.045759677886963
1785277125.3539395,351,5.621124744415283
1785277125.5956671,352,5.375778675079346
1785277125.840397,353,4.451337814331055
1785277126.081139,354,4.956732749938965
1785277126.328646,355,5.317896842956543
1785277126.5623965,356,4.677793979644775
1785277126.8060434,357,4.537304878234863
1785277127.0531166,358,4.131786346435547
1785277127.304763,359,4.072181224822998
1785277127.5489583,360,3.5698208808898926
1785277127.787943,361,3.717531681060791
1785277128.0322022,362,6.01729154586792
1785277128.2761362,363,4.942654609680176
1785277128.5245311,364,4.374903202056885
1785277128.7916353,365,4.23598575592041
1785277129.049153,366,4.5551042556762695
1785277129.308085,367,4.486063480377197
1785277129.564253,368,4.081241607666016
1785277129.82305,369,4.363886833190918
1785277130.059452,370,4.440367698669434
1785277130.3194811,371,4.245974063873291
1785277130.5815005,372,4.680599689483643
1785277130.8372195,373,4.2354230880737305
1785277131.1033106,374,3.870051383972168
1785277131.3465335,375,4.897272109985352
1785277131.5883503,376,5.175840854644775
1785277131.8299985,377,4.786871910095215
1785277132.0783024,378,4.541333198547363
1785277132.3297777,379,3.8964223861694336
1785277132.5676222,380,4.832718849182129
1785277132.8041835,381,4.712328910827637
1785277133.0521026,382,3.812054395675659
1785277133.3024275,383,5.013413429260254
1785277133.548162,384,5.305710792541504
1785277133.7860107,385,4.929342269897461
1785277134.0301955,386,4.1706438064575195
1785277134.2747486,387,5.148053169250488
1785277134.5191572,388,4.1250739097595215
1785277134.7800815,389,3.94449782371521
1785277135.0350707,390,3.106400728225708
1785277135.296628,391,4.332587242126465
1785277135.543821,392,4.24160099029541
1785277135.7842517,393,3.9056077003479004
1785277136.0416317,394,4.3581132888793945
1785277136.2895648,395,4.003879547119141
1785277136.5320945,396,4.585309982299805
1785277136.7869911,397,4.662689685821533
1785277137.0260851,398,3.6224961280822754
1785277137.2720284,399,4.10841703414917
1785277137.5244997,400,4.80815315246582
1785277137.7651927,401,4.188248157501221
1785277138.0138264,402,5.5815606117248535
1785277138.2621891,403,3.9597272872924805
1785277138.5188081,404,4.962987422943115
1785277138.7634578,405,3.774899482727051
1785277139.0038059,406,4.590396881103516
1785277139.2448046,407,4.304317474365234
1785277139.4872737,408,4.76688814163208
1785277139.725337,409,3.7962605953216553
1785277139.9630861,410,4.111727237701416
1785277140.2058406,411,4.172929286956787
1785277140.44894,412,4.834643840789795
1785277140.696896,413,4.36435604095459
1785277140.9458225,414,3.4883358478546143
1785277141.1906676,415,4.139023780822754
1785277141.4348671,416,4.377858638763428
1785277141.6736372,417,5.373429298400879
1785277141.9234414,418,4.089771747589111
1785277142.1691391,419,3.9963908195495605
1785277142.4070196,420,4.1613616943359375
1785277142.6443555,421,4.146871566772461
1785277142.885602,422,4.891302585601807
1785277143.1399915,423,3.462660789489746
1785277143.380939,424,3.96712327003479
1785277143.6234722,425,4.248237133026123
1785277143.8600228,426,4.020393371582031
1785277144.1016822,427,4.114109992980957
1785277144.352849,428,3.8247714042663574
1785277144.6028903,429,3.8986823558807373
1785277144.851274,430,4.842988014221191
1785277145.0975988,431,4.598172664642334
1785277145.346837,432,4.730135917663574
1785277145.5927987,433,4.317167282104492
1785277145.8351014,434,3.3647048473358154
1785277146.097859,435,4.41453742980957
1785277146.3428903,436,5.424973964691162
1785277146.5919824,437,3.926663637161255
1785277146.8526974,438,3.832163095474243
1785277147.1349194,439,4.361312389373779
1785277147.3847637,440,4.506207466125488
1785277147.636469,441,4.448392391204834
1785277147.903588,442,2.7224326133728027
1785277148.1488237,443,4.368115425109863
1785277148.4003239,444,2.9484376907348633
1785277148.6572163,445,4.208986759185791
1785277148.9079266,446,3.1291379928588867
1785277149.1611505,447,4.957181930541992
1785277149.4218853,448,3.7437143325805664
1785277149.6720297,449,3.5935022830963135
1785277149.930373,450,5.658465385437012
1785277150.1792471,451,4.318627834320068
1785277150.4255235,452,4.407435894012451
1785277150.6818624,453,4.072932243347168
1785277150.9359248,454,4.3128533363342285
1785277151.2308724,455,4.404963493347168
1785277151.4899611,456,3.6002955436706543
1785277151.7462592,457,5.157989025115967
1785277152.017692,458,4.3960041999816895
1785277152.2691915,459,2.726694107055664
1785277152.5368679,460,4.0211358070373535
1785277152.7992022,461,4.404506683349609
1785277153.0516455,462,4.608838081359863
1785277153.317021,463,5.055322647094727
1785277153.581647,464,3.76104736328125
1785277153.8246624,465,3.908088207244873
1785277154.0988743,466,5.179806232452393
1785277154.3443239,467,4.019495964050293
1785277154.5979488,468,4.430042266845703
1785277154.8585632,469,3.376283884048462
1785277155.1082437,470,3.688816547393799
1785277155.3676958,471,3.2772960662841797
1785277155.6163137,472,5.102766513824463
1785277155.8683321,473,3.5249650478363037
1785277156.1119373,474,2.966887950897217
1785277156.3531694,475,3.5640106201171875
1785277156.5948372,476,5.408674716949463
1785277156.8430288,477,5.718940734863281
1785277157.0915394,478,2.795206069946289
1785277157.3374035,479,4.913878440856934
1785277157.6129825,480,3.998920440673828
1785277157.8564463,481,3.700864553451538
1785277158.1284192,482,4.620754718780518
1785277158.367481,483,4.096561431884766
1785277158.6141512,484,4.461691379547119
1785277158.8556697,485,3.9907658100128174
1785277159.1610358,486,3.8628363609313965
1785277159.4469483,487,3.9754927158355713
1785277159.696307,488,4.883128643035889
1785277159.9383273,489,4.223529815673828
1785277160.1814382,490,3.4703433513641357
1785277160.4324222,491,3.408348798751831
1785277160.677251,492,4.021218776702881
1785277160.9416275,493,3.213526964187622
1785277161.2070346,494,3.876499652862549
1785277161.4860826,495,4.276126861572266
1785277161.7274249,496,4.121247291564941
1785277161.9735746,497,3.9113309383392334
1785277162.218294,498,4.475220680236816
1785277162.4648986,499,5.132317066192627
1785277162.7287965,500,6.110455513000488
1785277162.9913476,501,4.621484756469727
1785277163.2418296,502,4.1406941413879395
1785277163.4809816,503,4.237950325012207
1785277163.7228343,504,5.2219133377075195
1785277164.0239828,505,4.35934591293335
1785277164.2887099,506,4.662998676300049
1785277164.5312412,507,4.185798645019531
1785277164.7905731,508,4.956648826599121
1785277165.0451405,509,5.200733661651611
1785277165.2927294,510,4.819108486175537
1785277165.5364487,511,4.8550543785095215
1785277165.7916946,512,4.155190944671631
1785277166.0331676,513,4.759547233581543
1785277166.2819254,514,4.572070121765137
1785277166.5213523,515,4.433491230010986
1785277166.7747562,516,3.7647829055786133
1785277167.0207639,517,5.316082954406738
1785277167.2912586,518,4.618897438049316
1785277167.5509098,519,5.033283233642578
1785277167.80535,520,3.864962100982666
1785277168.0660555,521,4.385932922363281
1785277168.3196917,522,5.256572246551514
1785277168.5616095,523,3.3488667011260986
1785277168.8327782,524,3.482266426086426
1785277169.0900018,525,2.9810500144958496
1785277169.3458824,526,5.0957536697387695
1785277169.598352,527,4.268091201782227
1785277169.8409126,528,3.2842650413513184
1785277170.0853164,529,5.611313343048096
1785277170.3368952,530,5.338199615478516
1785277170.5908551,531,4.0924072265625
1785277170.8335106,532,5.177675247192383
1785277171.0898552,533,3.5382938385009766
1785277171.338441,534,5.213520526885986
1785277171.5908728,535,2.528421401977539
1785277171.832076,536,4.00532865524292
1785277172.080668,537,4.525304794311523
1785277172.3394313,538,4.205296516418457
1785277172.5851297,539,4.887898921966553
1785277172.8308525,540,4.972796440124512
1785277173.0752864,541,4.568437576293945
1785277173.3348303,542,3.047415256500244
1785277173.57905,543,5.0194902420043945
1785277173.8226066,544,4.408857345581055
1785277174.0897908,545,3.463853597640991
1785277174.33534,546,4.521879196166992
1785277174.574143,547,3.4602789878845215
1785277174.822173,548,3.139834403991699
1785277175.0723965,549,4.303165435791016
1785277175.3261263,550,5.449664115905762
1785277175.5682752,551,3.464329242706299
1785277175.8354645,552,4.797141075134277
1785277176.079429,553,4.023554801940918
1785277176.331904,554,4.309366226196289
1785277176.5965972,555,4.066079139709473
1785277176.8583205,556,2.3861515522003174
1785277177.1039288,557,3.6324357986450195
1785277177.3745315,558,4.618027687072754
1785277177.6324928,559,3.0830202102661133
1785277177.8851955,560,4.894595623016357
1785277178.132307,561,4.187848091125488
1785277178.4072297,562,3.3809523582458496
1785277178.67871,563,4.839331150054932
1785277178.9386075,564,3.7040939331054688
1785277179.1871433,565,4.0968194007873535
1785277179.4399958,566,5.10280704498291
1785277179.6886408,567,3.8523359298706055
1785277179.935444,568,3.658189296722412
1785277180.1927688,569,3.962069511413574
1785277180.4477804,570,5.822717666625977
1785277180.698088,571,4.305967330932617
1785277180.957624,572,6.39081335067749
1785277181.2412431,573,2.284417152404785
1785277181.5126183,574,3.855215311050415
1785277181.7927742,575,4.409780502319336
1785277182.0570047,576,3.474128246307373
1785277182.314403,577,3.301114797592163
1785277182.5672717,578,3.4967241287231445
1785277182.8202415,579,4.324438095092773
1785277183.0842714,580,5.10092306137085
1785277183.3700144,581,3.8160548210144043
1785277183.648309,582,4.125391006469727
1785277183.9189894,583,5.998866558074951
1785277184.2071137,584,4.008111000061035
1785277184.4619155,585,3.4456286430358887
1785277184.7232044,586,5.042294979095459
1785277184.997422,587,5.35517692565918
1785277185.256718,588,2.6937599182128906
1785277185.5092275,589,5.823490142822266
1785277185.759671,590,4.761218070983887
1785277186.0107138,591,3.4122109413146973
1785277186.2690504,592,5.541195392608643
1785277186.5109582,593,3.5131471157073975
1785277186.7606778,594,3.53456974029541
1785277187.021643,595,4.849698066711426
1785277187.2908185,596,3.262939453125
1785277187.565095,597,4.420708656311035
1785277187.8418164,598,4.971738815307617
1785277188.1045463,599,4.941126346588135
1785277188.3711298,600,5.558661937713623
1785277188.6470995,601,4.553281784057617
1785277188.9200308,602,3.8864309787750244
1785277189.1942055,603,2.94289493560791
1785277189.4508884,604,3.6629996299743652
1785277189.7119966,605,3.2219810485839844
1785277189.967593,606,3.1909029483795166
1785277190.2144992,607,4.355794906616211
1785277190.4745703,608,3.6439108848571777
1785277190.7322693,609,4.591522693634033
1785277190.9770179,610,4.604485988616943
1785277191.253886,611,3.6077017784118652
1785277191.5089753,612,4.678418159484863
1785277191.7651205,613,3.9874799251556396
1785277192.0275745,614,3.0937836170196533
1785277192.310359,615,4.260566711425781
1785277192.5637786,616,4.758974552154541
1785277192.8081722,617,5.280963897705078
1785277193.058232,618,3.2178561687469482
1785277193.3094308,619,4.047602653503418
1785277193.5599341,620,2.446117639541626
1785277193.8059447,621,3.283176898956299
1785277194.0627356,622,3.8379392623901367
1785277194.3091836,623,3.982693672180176
1785277194.5700493,624,5.174264907836914
1785277194.8290784,625,5.060340404510498
1785277195.0961933,626,3.724998712539673
1785277195.3573117,627,4.970505237579346
1785277195.6590762,628,4.324696063995361
1785277195.9151182,629,5.295616626739502
1785277196.1771717,630,4.11511754989624
1785277196.422888,631,4.960424900054932
1785277196.675076,632,4.228188514709473
1785277196.9353554,633,5.127353668212891
1785277197.1894286,634,4.381462574005127
1785277197.4674094,635,3.9456794261932373
1785277197.7569563,636,3.884263753890991
1785277198.0253742,637,4.3303446769714355
1785277198.2871802,638,4.053574562072754
1785277198.5510192,639,4.240220069885254
1785277198.8044965,640,3.6028852462768555
1785277199.0578494,641,4.1497697830200195
1785277199.3266969,642,2.773911476135254
1785277199.575983,643,4.045290946960449
1785277199.8237324,644,4.495617389678955
1785277200.0831332,645,3.727389335632324
1785277200.343007,646,4.342366695404053
1785277200.9152586,647,4.1818742752075195
1785277201.1791086,648,5.116647243499756
1785277201.429557,649,4.521231651306152
1785277201.679653,650,3.19545841217041
1785277201.932096,651,5.366013526916504
1785277202.1872737,652,3.543452262878418
1785277202.4449868,653,4.205297470092773
1785277202.698985,654,2.322950839996338
1785277202.949087,655,5.094498634338379
1785277203.198994,656,4.296720504760742
1785277203.4557447,657,4.389830589294434
1785277203.7072053,658,3.5657119750976562
1785277203.9582162,659,2.6762073040008545
1785277204.2225423,660,3.5340585708618164
1785277204.4793882,661,5.259134292602539
1785277204.7428675,662,3.343972682952881
1785277204.988426,663,4.64340353012085
1785277205.2666702,664,3.6293864250183105
1785277205.5383945,665,4.28151798248291
1785277205.7900705,666,4.172986030578613
1785277206.0405667,667,2.634860038757324
1785277206.301323,668,2.672029495239258
1785277206.5469723,669,3.326341152191162
1785277206.806238,670,4.807049751281738
1785277207.078315,671,3.3299131393432617
1785277207.3264928,672,4.256449222564697
1785277207.5733047,673,5.1448283195495605
1785277207.8270855,674,3.150585174560547
1785277208.0780106,675,4.7110700607299805
1785277208.329219,676,3.3428187370300293
1785277208.5964868,677,4.02052640914917
1785277208.853567,678,4.334344387054443
1785277209.110855,679,4.630056381225586
1785277209.3826227,680,4.606903076171875
1785277209.6747243,681,4.044198989868164
1785277209.9450712,682,4.222308158874512
1785277210.2064002,683,3.7021255493164062
1785277210.4615173,684,4.390124320983887
1785277210.730417,685,4.579023361206055
1785277210.976258,686,4.870676040649414
1785277211.2414742,687,4.685632705688477
1785277211.4924405,688,5.666769981384277
1785277211.7424407,689,3.8816795349121094
1785277211.99982,690,3.5563950538635254
1785277212.2506368,691,3.814526081085205
1785277212.4978857,692,4.124604225158691
1785277212.771552,693,4.114662170410156
1785277213.0187798,694,4.389236927032471
1785277213.2741072,695,4.151090621948242
1785277213.5313866,696,5.617442607879639
1785277213.7817879,697,4.049592018127441
1785277214.0413682,698,4.832259178161621
1785277214.307228,699,2.9779696464538574
1785277214.5902324,700,4.781519889831543
1785277214.8539855,701,3.1967649459838867
1785277215.1395912,702,3.0860583782196045
1785277215.392649,703,2.5631332397460938
1785277215.6402726,704,3.622814416885376
1785277215.8884966,705,4.063321590423584
1785277216.1507938,706,4.912215232849121
1785277216.4209518,707,4.61395263671875
1785277216.6726494,708,4.936579704284668
1785277216.9165514,709,2.8109655380249023
1785277217.1805134,710,2.9306318759918213
1785277217.4295065,711,4.322175979614258
1785277217.6815398,712,4.31704044342041
1785277217.93018,713,5.053223609924316
1785277218.1903274,714,4.141511917114258
1785277218.4351947,715,3.3704233169555664
1785277218.683564,716,4.072576522827148
1785277218.9511924,717,3.3626861572265625
1785277219.2061956,718,4.370682716369629
1785277219.4594762,719,4.487255096435547
1785277219.7103724,720,3.134675979614258
1785277219.9627776,721,3.0909481048583984
1785277220.2174225,722,3.4368343353271484
1785277220.4646375,723,3.224271774291992
1785277220.7137802,724,3.211247682571411
1785277220.9715843,725,4.8779425621032715
1785277221.2195978,726,3.105041980743408
1785277221.460559,727,4.063179969787598
1785277221.6969569,728,4.702941417694092
1785277221.9401054,729,5.094766616821289
1785277222.2034247,730,3.2611806392669678
1785277222.4545782,731,3.8803982734680176
1785277222.7038743,732,3.8614373207092285
1785277222.9540532,733,4.3771562576293945
1785277223.2055817,734,2.8028724193573
1785277223.4836617,735,5.085102081298828
1785277223.7511587,736,3.140233278274536
1785277224.0106175,737,4.250681400299072
